OrderID,OrderDate,Category,SubCategory,Region,Segment,Quantity,Sales,Profit
ORD-5939,2024-05-04,Technology,Printers,South,Corporate,3,1533.08,289.15
ORD-6089,2024-05-04,Furniture,Bookcases,South,Corporate,7,2005.43,256.13
ORD-1243,2024-05-04,Furniture,Desks,East,Home Office,4,1126.83,144.07
ORD-3674,2024-05-04,Technology,Monitors,South,Corporate,7,3025.27,637.82
ORD-5496,2024-05-04,Furniture,Chairs,Central,Home Office,6,1832.28,203.56
ORD-2073,2024-05-05,Office Supplies,Binders,West,Corporate,6,207.57,51.01
ORD-3260,2024-05-05,Office Supplies,Storage,Central,Consumer,3,135.85,36.87
ORD-5773,2024-05-05,Office Supplies,Paper,South,Consumer,5,205.54,57.25
ORD-3165,2024-05-05,Office Supplies,Binders,South,Consumer,2,89.12,18.52
ORD-1322,2024-05-06,Office Supplies,Storage,West,Corporate,1,35.84,6.65
ORD-5852,2024-05-06,Office Supplies,Pens,West,Corporate,3,112.85,26.86
ORD-4031,2024-05-06,Furniture,Tables,Central,Corporate,2,701.96,64.02
ORD-4444,2024-05-06,Technology,Laptops,East,Corporate,4,1835.12,305.89
ORD-1924,2024-05-06,Office Supplies,Storage,South,Home Office,7,246.72,70.4
ORD-2783,2024-05-06,Technology,Accessories,East,Corporate,7,3365.04,779.8
ORD-2905,2024-05-06,Office Supplies,Storage,Central,Consumer,1,41.09,7.15
ORD-5833,2024-05-06,Technology,Accessories,West,Corporate,7,3654.38,444.3
ORD-6295,2024-05-06,Office Supplies,Paper,South,Corporate,6,204.3,57.12
ORD-2799,2024-05-06,Technology,Monitors,South,Consumer,6,3232.84,402.74
ORD-4917,2024-05-06,Technology,Monitors,East,Corporate,2,973.86,160.16
ORD-6721,2024-05-07,Furniture,Desks,South,Corporate,7,1891.58,170.3
ORD-1325,2024-05-07,Office Supplies,Storage,East,Home Office,7,232.63,61.75
ORD-2618,2024-05-07,Furniture,Tables,West,Corporate,2,613.86,77.78
ORD-6212,2024-05-07,Technology,Accessories,Central,Consumer,7,3606.59,760.68
ORD-4139,2024-05-07,Technology,Printers,Central,Consumer,3,1550.74,267.32
ORD-1028,2024-05-07,Office Supplies,Storage,South,Consumer,2,95.88,20.9
ORD-4230,2024-05-07,Office Supplies,Binders,South,Corporate,4,129.59,-23.29
ORD-1954,2024-05-07,Technology,Printers,Central,Home Office,2,880.84,144.8
ORD-2313,2024-05-08,Office Supplies,Storage,South,Consumer,7,277.84,41.84
ORD-5297,2024-05-08,Office Supplies,Storage,Central,Home Office,7,270.31,45.35
ORD-2284,2024-05-08,Technology,Laptops,South,Corporate,4,1916.42,404.24
ORD-5021,2024-05-08,Furniture,Tables,South,Consumer,1,307.92,30.62
ORD-6506,2024-05-08,Furniture,Chairs,Central,Corporate,1,270.06,41.34
ORD-1824,2024-05-08,Office Supplies,Binders,Central,Home Office,7,320.57,90.89
ORD-2843,2024-05-08,Technology,Laptops,East,Home Office,4,1875.7,348.9
ORD-3811,2024-05-08,Office Supplies,Pens,Central,Home Office,6,202.86,49.41
ORD-1032,2024-05-08,Technology,Monitors,East,Home Office,3,1435.11,257.76
ORD-3286,2024-05-08,Office Supplies,Storage,West,Consumer,1,42.78,9.01
ORD-5499,2024-05-08,Furniture,Bookcases,West,Corporate,7,2140.74,312.35
ORD-5362,2024-05-08,Technology,Monitors,East,Home Office,7,3618.56,737.81
ORD-3807,2024-05-09,Furniture,Bookcases,South,Consumer,5,1559.26,238.15
ORD-3888,2024-05-09,Technology,Monitors,West,Home Office,7,3466.35,404.24
ORD-1216,2024-05-09,Office Supplies,Pens,Central,Corporate,3,128.8,29.26
ORD-5470,2024-05-09,Furniture,Tables,Central,Consumer,7,2155.84,158.74
ORD-4690,2024-05-09,Office Supplies,Binders,East,Home Office,6,238.05,63.45
ORD-4699,2024-05-09,Technology,Printers,West,Home Office,5,1855.62,390.95
ORD-1422,2024-05-09,Furniture,Tables,Central,Corporate,5,1347.48,142.61
ORD-2304,2024-05-09,Technology,Monitors,Central,Corporate,2,904.48,159.9
ORD-2410,2024-05-10,Office Supplies,Pens,East,Home Office,2,65.51,16.85
ORD-2250,2024-05-10,Technology,Printers,Central,Home Office,7,3120.71,443.47
ORD-4776,2024-05-10,Furniture,Bookcases,South,Corporate,7,1748.2,252.46
ORD-5685,2024-05-10,Office Supplies,Paper,Central,Corporate,2,95.45,14.17
ORD-2246,2024-05-10,Technology,Printers,South,Home Office,7,3541.06,737.97
ORD-4433,2024-05-10,Office Supplies,Pens,Central,Consumer,5,175.62,28.75
ORD-1293,2024-05-10,Office Supplies,Pens,West,Home Office,7,288.05,46.21
ORD-6793,2024-05-10,Furniture,Desks,West,Home Office,2,588.08,90.43
ORD-5632,2024-05-10,Office Supplies,Paper,Central,Corporate,1,34.62,-7.17
ORD-5859,2024-05-10,Technology,Accessories,East,Home Office,4,2100.2,408.38
ORD-2393,2024-05-10,Office Supplies,Pens,Central,Consumer,5,171.68,30.85
ORD-5568,2024-05-10,Technology,Monitors,South,Corporate,4,2083.03,371.74
ORD-2932,2024-05-10,Office Supplies,Storage,East,Corporate,3,115.88,19.11
ORD-6269,2024-05-10,Office Supplies,Paper,Central,Corporate,7,246.81,57.05
ORD-3839,2024-05-10,Furniture,Bookcases,West,Home Office,1,332.72,37.62
ORD-4566,2024-05-11,Technology,Printers,East,Consumer,7,3233.97,511.27
ORD-2163,2024-05-11,Office Supplies,Paper,West,Corporate,7,294.99,48.42
ORD-6557,2024-05-11,Technology,Laptops,East,Home Office,5,2619.02,580.76
ORD-5610,2024-05-11,Technology,Monitors,West,Corporate,2,861.59,103.28
ORD-3669,2024-05-11,Furniture,Desks,East,Home Office,4,1286.13,141.35
ORD-2983,2024-05-11,Technology,Accessories,Central,Consumer,6,2800.55,494.24
ORD-1212,2024-05-11,Technology,Laptops,East,Home Office,6,2903.26,458.92
ORD-3332,2024-05-12,Technology,Monitors,Central,Home Office,3,1349.24,178.13
ORD-3566,2024-05-12,Technology,Monitors,East,Corporate,1,388.96,87.6
ORD-1753,2024-05-12,Furniture,Desks,East,Home Office,5,1521.21,190.71
ORD-6262,2024-05-12,Technology,Accessories,West,Consumer,5,1976.18,347.11
ORD-4681,2024-05-12,Office Supplies,Storage,South,Corporate,1,44.94,6.42
ORD-4309,2024-05-12,Office Supplies,Paper,South,Home Office,6,235.64,34.27
ORD-5676,2024-05-12,Office Supplies,Pens,East,Consumer,3,116.88,20.56
ORD-1002,2024-05-12,Technology,Accessories,West,Corporate,5,2188.75,316.7
ORD-6977,2024-05-12,Furniture,Desks,East,Home Office,7,2194.16,322.33
ORD-5369,2024-05-12,Furniture,Chairs,South,Consumer,3,1010.15,111.48
ORD-2728,2024-05-13,Office Supplies,Pens,South,Corporate,5,226.31,43.43
ORD-5484,2024-05-13,Furniture,Bookcases,East,Corporate,6,1979.57,201.32
ORD-5533,2024-05-13,Technology,Laptops,South,Consumer,5,2077.21,464.51
ORD-3009,2024-05-13,Technology,Accessories,West,Consumer,1,435.0,87.75
ORD-1674,2024-05-13,Technology,Laptops,West,Home Office,1,403.66,48.24
ORD-4276,2024-05-13,Technology,Printers,South,Consumer,2,1078.76,245.0
ORD-1612,2024-05-13,Furniture,Tables,South,Consumer,4,973.37,121.0
ORD-1394,2024-05-13,Technology,Printers,East,Home Office,1,413.65,50.17
ORD-1823,2024-05-13,Technology,Laptops,East,Corporate,1,499.99,68.23
ORD-3344,2024-05-14,Office Supplies,Binders,East,Corporate,7,287.9,46.69
ORD-5239,2024-05-14,Technology,Printers,East,Consumer,2,905.89,99.08
ORD-3073,2024-05-14,Furniture,Chairs,East,Home Office,5,1233.5,190.12
ORD-6115,2024-05-14,Furniture,Bookcases,West,Consumer,4,1356.72,155.4
ORD-6631,2024-05-14,Office Supplies,Storage,Central,Corporate,7,249.4,-40.38
ORD-5507,2024-05-14,Furniture,Tables,Central,Consumer,3,923.73,115.34
ORD-6160,2024-05-15,Office Supplies,Paper,West,Consumer,4,133.5,18.18
ORD-6533,2024-05-15,Office Supplies,Storage,Central,Corporate,5,219.36,52.08
ORD-3155,2024-05-15,Technology,Laptops,Central,Consumer,5,2307.4,401.9
ORD-2130,2024-05-15,Technology,Laptops,Central,Home Office,2,939.41,198.58
ORD-1270,2024-05-15,Technology,Laptops,East,Corporate,6,2985.52,422.14
ORD-3638,2024-05-15,Furniture,Chairs,Central,Corporate,3,1038.21,119.12
ORD-4197,2024-05-15,Technology,Monitors,South,Corporate,3,1148.68,201.92
ORD-5940,2024-05-15,Office Supplies,Storage,East,Corporate,6,269.29,64.5
ORD-6893,2024-05-15,Furniture,Chairs,South,Home Office,6,1614.46,152.68
ORD-5068,2024-05-15,Furniture,Tables,West,Consumer,1,248.43,28.42
ORD-5659,2024-05-16,Office Supplies,Binders,East,Home Office,2,66.77,18.05
ORD-3166,2024-05-16,Office Supplies,Storage,Central,Consumer,7,262.12,71.93
ORD-1320,2024-05-16,Office Supplies,Storage,West,Corporate,6,260.18,53.22
ORD-2869,2024-05-16,Furniture,Bookcases,Central,Home Office,5,1273.67,152.19
ORD-4328,2024-05-16,Furniture,Bookcases,South,Consumer,7,1790.81,271.09
ORD-6626,2024-05-16,Technology,Monitors,Central,Consumer,5,2114.57,446.6
ORD-2822,2024-05-16,Technology,Monitors,East,Corporate,7,2961.24,364.09
ORD-3797,2024-05-16,Office Supplies,Pens,South,Home Office,5,172.61,32.51
ORD-1809,2024-05-16,Office Supplies,Binders,Central,Home Office,3,104.9,22.13
ORD-5210,2024-05-16,Furniture,Desks,East,Home Office,3,786.0,80.73
ORD-5260,2024-05-16,Technology,Laptops,West,Corporate,7,3395.43,497.28
ORD-4586,2024-05-16,Technology,Monitors,Central,Consumer,7,3744.99,489.2
ORD-5199,2024-05-16,Furniture,Chairs,South,Consumer,5,1683.66,129.67
ORD-2873,2024-05-17,Technology,Laptops,West,Consumer,7,2921.05,450.92
ORD-2460,2024-05-17,Office Supplies,Binders,South,Corporate,5,198.32,-39.03
ORD-5110,2024-05-17,Furniture,Chairs,West,Consumer,3,1057.24,82.15
ORD-1073,2024-05-17,Furniture,Desks,South,Corporate,4,997.31,153.44
ORD-6289,2024-05-17,Office Supplies,Pens,West,Corporate,5,222.62,53.34
ORD-4204,2024-05-18,Office Supplies,Binders,South,Corporate,3,115.89,22.64
ORD-4491,2024-05-18,Technology,Accessories,East,Consumer,7,2573.0,322.89
ORD-1712,2024-05-18,Technology,Laptops,South,Corporate,6,2528.54,414.6
ORD-3116,2024-05-18,Technology,Laptops,West,Consumer,7,3367.23,652.11
ORD-1952,2024-05-18,Furniture,Desks,South,Home Office,5,1603.21,201.0
ORD-2248,2024-05-18,Office Supplies,Storage,West,Home Office,5,211.55,-45.63
ORD-1649,2024-05-18,Furniture,Desks,East,Corporate,1,340.24,30.12
ORD-6341,2024-05-18,Technology,Accessories,Central,Consumer,6,2274.46,401.36
ORD-4733,2024-05-18,Furniture,Tables,East,Consumer,1,318.03,31.87
ORD-4671,2024-05-18,Office Supplies,Pens,East,Consumer,3,99.63,20.02
ORD-4633,2024-05-18,Office Supplies,Storage,East,Consumer,1,44.94,7.67
ORD-4181,2024-05-19,Furniture,Chairs,East,Home Office,3,899.17,89.85
ORD-1587,2024-05-19,Furniture,Desks,East,Home Office,1,263.77,20.45
ORD-6785,2024-05-19,Furniture,Tables,West,Corporate,1,359.65,40.97
ORD-4224,2024-05-19,Office Supplies,Pens,Central,Corporate,7,291.14,77.32
ORD-1450,2024-05-19,Furniture,Desks,East,Consumer,1,345.36,42.43
ORD-4957,2024-05-19,Furniture,Tables,Central,Corporate,4,1320.12,128.6
ORD-3808,2024-05-19,Office Supplies,Storage,West,Corporate,1,33.96,7.68
ORD-6054,2024-05-20,Technology,Laptops,East,Home Office,7,2698.67,496.07
ORD-6061,2024-05-20,Office Supplies,Storage,West,Corporate,2,86.34,21.72
ORD-5606,2024-05-20,Furniture,Desks,East,Consumer,2,525.15,60.84
ORD-5329,2024-05-20,Office Supplies,Paper,East,Corporate,6,282.81,52.47
ORD-3940,2024-05-20,Office Supplies,Paper,West,Home Office,7,271.05,67.3
ORD-3150,2024-05-20,Technology,Printers,Central,Home Office,2,924.83,203.97
ORD-2591,2024-05-20,Technology,Accessories,West,Home Office,4,2089.32,259.18
ORD-1152,2024-05-20,Technology,Printers,Central,Consumer,2,988.22,113.56
ORD-5264,2024-05-20,Technology,Printers,Central,Home Office,4,1938.55,398.89
ORD-5195,2024-05-20,Technology,Accessories,Central,Consumer,1,502.81,78.41
ORD-1239,2024-05-20,Technology,Printers,West,Consumer,7,2607.47,452.14
ORD-3848,2024-05-21,Furniture,Chairs,Central,Corporate,7,2366.2,280.76
ORD-4977,2024-05-21,Technology,Laptops,East,Consumer,5,1975.33,445.77
ORD-5218,2024-05-21,Office Supplies,Paper,South,Corporate,4,144.44,19.5
ORD-6971,2024-05-21,Technology,Monitors,South,Consumer,2,947.6,155.98
ORD-4642,2024-05-21,Furniture,Chairs,East,Corporate,2,556.74,84.59
ORD-5767,2024-05-21,Office Supplies,Paper,South,Corporate,7,257.38,37.98
ORD-6321,2024-05-21,Furniture,Desks,Central,Home Office,7,1862.16,278.86
ORD-2929,2024-05-21,Office Supplies,Paper,Central,Home Office,7,265.98,52.75
ORD-4115,2024-05-22,Technology,Printers,West,Consumer,5,2067.77,364.47
ORD-6730,2024-05-22,Office Supplies,Pens,Central,Home Office,4,188.08,46.41
ORD-4585,2024-05-22,Furniture,Desks,Central,Corporate,2,496.49,52.4
ORD-5015,2024-05-23,Technology,Laptops,East,Home Office,2,928.04,185.3
ORD-5397,2024-05-23,Furniture,Tables,South,Corporate,7,2178.88,171.25
ORD-2625,2024-05-23,Office Supplies,Binders,Central,Corporate,5,167.76,43.77
ORD-5085,2024-05-23,Technology,Monitors,Central,Consumer,5,2137.19,253.82
ORD-1754,2024-05-23,Technology,Laptops,South,Consumer,1,460.75,99.57
ORD-4662,2024-05-23,Office Supplies,Pens,South,Corporate,5,183.85,47.7
ORD-5200,2024-05-23,Office Supplies,Paper,Central,Corporate,6,259.74,35.85
ORD-5531,2024-05-23,Furniture,Bookcases,Central,Consumer,1,315.01,45.04
ORD-2316,2024-05-23,Office Supplies,Storage,Central,Corporate,2,70.83,17.42
ORD-2926,2024-05-24,Office Supplies,Binders,Central,Home Office,5,171.61,39.24
ORD-3360,2024-05-24,Office Supplies,Paper,East,Home Office,3,110.5,29.3
ORD-3706,2024-05-24,Furniture,Chairs,Central,Consumer,2,490.8,38.67
ORD-6441,2024-05-24,Furniture,Chairs,West,Home Office,5,1211.87,113.8
ORD-2477,2024-05-24,Furniture,Tables,Central,Corporate,2,608.79,83.27
ORD-3096,2024-05-24,Technology,Laptops,Central,Consumer,5,2482.57,372.8
ORD-3257,2024-05-24,Furniture,Chairs,Central,Corporate,3,735.98,102.23
ORD-5936,2024-05-24,Technology,Accessories,East,Consumer,6,2534.37,294.44
ORD-3036,2024-05-25,Office Supplies,Pens,East,Consumer,7,229.19,46.74
ORD-1262,2024-05-25,Technology,Accessories,South,Consumer,3,1223.56,231.75
ORD-5172,2024-05-25,Technology,Printers,East,Corporate,1,448.47,84.7
ORD-2449,2024-05-25,Office Supplies,Paper,West,Home Office,2,89.33,20.98
ORD-1533,2024-05-25,Technology,Printers,Central,Consumer,1,497.73,112.73
ORD-2992,2024-05-25,Office Supplies,Pens,East,Consumer,2,89.09,17.78
ORD-2954,2024-05-25,Technology,Printers,Central,Corporate,7,3440.51,642.23
ORD-2630,2024-05-25,Technology,Laptops,East,Corporate,6,3020.39,342.86
ORD-1994,2024-05-25,Furniture,Desks,South,Home Office,6,1732.58,195.34
ORD-6711,2024-05-25,Office Supplies,Storage,Central,Consumer,1,45.45,6.47
ORD-4830,2024-05-25,Office Supplies,Storage,East,Corporate,5,167.16,39.9
ORD-5803,2024-05-25,Furniture,Desks,Central,Consumer,2,495.35,72.45
ORD-4407,2024-05-25,Technology,Accessories,Central,Home Office,4,1494.76,269.26
ORD-3357,2024-05-25,Technology,Laptops,East,Home Office,4,2021.17,310.15
ORD-5598,2024-05-26,Furniture,Desks,Central,Corporate,3,932.95,125.43
ORD-6914,2024-05-26,Technology,Printers,West,Consumer,2,1049.0,227.56
ORD-1368,2024-05-26,Furniture,Tables,East,Consumer,5,1525.81,139.05
ORD-2487,2024-05-26,Office Supplies,Pens,South,Corporate,4,134.42,31.82
ORD-1472,2024-05-26,Furniture,Bookcases,East,Home Office,6,1460.38,130.91
ORD-1378,2024-05-26,Office Supplies,Storage,Central,Corporate,7,228.95,52.54
ORD-2451,2024-05-26,Technology,Accessories,South,Corporate,2,971.68,217.8
ORD-4720,2024-05-26,Technology,Laptops,Central,Home Office,1,401.95,60.84
ORD-2557,2024-05-26,Technology,Monitors,South,Consumer,4,1668.49,311.09
ORD-3535,2024-05-27,Technology,Printers,West,Consumer,4,2090.24,244.39
ORD-1215,2024-05-27,Office Supplies,Binders,East,Consumer,7,299.33,79.53
ORD-6058,2024-05-27,Technology,Printers,East,Consumer,5,2608.82,295.13
ORD-1285,2024-05-27,Office Supplies,Paper,South,Home Office,3,136.41,28.55
ORD-6494,2024-05-27,Office Supplies,Binders,West,Home Office,7,255.86,38.78
ORD-1500,2024-05-27,Technology,Accessories,East,Home Office,2,872.95,194.13
ORD-6886,2024-05-27,Office Supplies,Pens,West,Home Office,7,255.91,-36.45
ORD-4427,2024-05-27,Office Supplies,Storage,South,Corporate,7,245.41,55.86
ORD-1015,2024-05-27,Office Supplies,Paper,South,Consumer,4,186.08,36.32
ORD-3987,2024-05-28,Technology,Laptops,Central,Consumer,2,936.85,170.56
ORD-1491,2024-05-28,Technology,Monitors,West,Home Office,1,493.75,106.08
ORD-1372,2024-05-28,Office Supplies,Pens,Central,Home Office,1,37.8,10.2
ORD-6500,2024-05-28,Furniture,Bookcases,South,Home Office,5,1516.63,149.26
ORD-6347,2024-05-28,Office Supplies,Pens,East,Consumer,5,237.33,65.23
ORD-4021,2024-05-28,Technology,Laptops,Central,Consumer,6,2807.56,644.71
ORD-1791,2024-05-28,Office Supplies,Paper,South,Home Office,7,332.85,58.85
ORD-1782,2024-05-28,Office Supplies,Pens,West,Consumer,7,266.25,52.96
ORD-2674,2024-05-29,Furniture,Tables,Central,Consumer,3,980.09,139.35
ORD-1452,2024-05-29,Furniture,Chairs,East,Corporate,7,2211.12,196.16
ORD-5427,2024-05-29,Office Supplies,Pens,West,Corporate,7,289.17,55.23
ORD-5031,2024-05-29,Office Supplies,Paper,Central,Consumer,4,129.71,18.7
ORD-5666,2024-05-29,Office Supplies,Paper,East,Corporate,6,252.61,67.11
ORD-2445,2024-05-29,Office Supplies,Paper,East,Consumer,4,156.77,41.22
ORD-2242,2024-05-29,Technology,Accessories,West,Consumer,7,3293.27,684.95
ORD-6933,2024-05-29,Technology,Printers,South,Home Office,3,1294.47,174.52
ORD-4085,2024-05-30,Technology,Laptops,East,Corporate,5,2694.99,512.49
ORD-6416,2024-05-30,Office Supplies,Paper,Central,Home Office,4,142.94,39.04
ORD-1236,2024-05-30,Office Supplies,Paper,West,Consumer,5,164.68,28.7
ORD-4770,2024-05-30,Office Supplies,Pens,West,Corporate,1,45.93,10.24
ORD-2951,2024-05-30,Technology,Printers,East,Corporate,4,1854.04,244.45
ORD-5849,2024-05-30,Technology,Accessories,East,Home Office,7,3284.9,657.81
ORD-1407,2024-05-31,Technology,Accessories,Central,Consumer,1,528.73,97.29
ORD-4239,2024-05-31,Office Supplies,Paper,Central,Corporate,5,230.07,47.74
ORD-3347,2024-05-31,Furniture,Chairs,West,Home Office,4,1275.26,157.19
ORD-3712,2024-05-31,Office Supplies,Binders,Central,Consumer,4,149.11,-21.65
ORD-6563,2024-05-31,Furniture,Desks,West,Home Office,2,617.64,61.35
ORD-1685,2024-06-01,Furniture,Chairs,West,Consumer,4,1205.86,155.75
ORD-5460,2024-06-01,Office Supplies,Pens,East,Corporate,3,101.44,16.13
ORD-5572,2024-06-01,Office Supplies,Pens,West,Corporate,5,215.25,55.97
ORD-6447,2024-06-01,Office Supplies,Pens,Central,Consumer,6,221.03,39.69
ORD-5358,2024-06-01,Technology,Laptops,South,Corporate,3,1270.64,208.65
ORD-5642,2024-06-01,Office Supplies,Paper,West,Home Office,6,214.86,-13.59
ORD-5159,2024-06-01,Technology,Printers,Central,Corporate,1,483.38,73.1
ORD-4035,2024-06-01,Office Supplies,Binders,Central,Consumer,1,47.64,-8.0
ORD-2813,2024-06-01,Technology,Accessories,East,Home Office,3,1324.78,264.34
ORD-5934,2024-06-01,Technology,Monitors,East,Consumer,4,1772.45,368.38
ORD-4252,2024-06-01,Technology,Accessories,Central,Corporate,4,1484.22,257.88
ORD-6018,2024-06-02,Furniture,Bookcases,West,Home Office,5,1533.27,230.59
ORD-4387,2024-06-02,Technology,Monitors,South,Consumer,5,2305.87,421.45
ORD-1881,2024-06-02,Technology,Accessories,East,Consumer,1,434.81,61.11
ORD-5998,2024-06-02,Technology,Printers,East,Corporate,6,2581.11,513.75
ORD-1853,2024-06-02,Office Supplies,Pens,Central,Corporate,4,131.08,17.6
ORD-2598,2024-06-03,Office Supplies,Binders,East,Home Office,4,128.42,28.28
ORD-1891,2024-06-03,Technology,Monitors,Central,Home Office,2,1053.02,162.3
ORD-1482,2024-06-03,Technology,Printers,Central,Home Office,6,2449.01,368.07
ORD-4458,2024-06-03,Office Supplies,Binders,South,Corporate,3,131.28,23.33
ORD-2491,2024-06-03,Technology,Monitors,South,Consumer,5,1818.43,315.96
ORD-3451,2024-06-03,Furniture,Tables,West,Consumer,6,1649.99,228.51
ORD-4686,2024-06-03,Technology,Accessories,East,Corporate,4,1772.71,382.42
ORD-3972,2024-06-03,Furniture,Bookcases,West,Consumer,5,1628.86,250.7
ORD-3181,2024-06-04,Technology,Monitors,South,Corporate,7,3038.99,356.31
ORD-5969,2024-06-04,Technology,Laptops,South,Corporate,1,450.56,102.88
ORD-4587,2024-06-04,Technology,Printers,East,Consumer,3,1386.33,288.36
ORD-5334,2024-06-04,Office Supplies,Storage,South,Home Office,4,171.32,25.82
ORD-1125,2024-06-04,Furniture,Chairs,South,Consumer,1,306.88,44.28
ORD-5540,2024-06-04,Office Supplies,Paper,Central,Corporate,4,134.13,21.32
ORD-1871,2024-06-04,Office Supplies,Binders,East,Consumer,6,200.88,39.48
ORD-1184,2024-06-04,Technology,Laptops,South,Corporate,7,3114.13,549.48
ORD-2880,2024-06-04,Furniture,Tables,South,Home Office,7,2377.32,341.53
ORD-2622,2024-06-05,Technology,Printers,East,Consumer,4,1585.78,362.89
ORD-4912,2024-06-05,Office Supplies,Storage,East,Consumer,5,233.21,55.27
ORD-3287,2024-06-05,Furniture,Bookcases,East,Corporate,4,1096.28,101.31
ORD-4831,2024-06-05,Office Supplies,Storage,East,Consumer,3,101.92,20.44
ORD-4850,2024-06-05,Technology,Laptops,South,Home Office,5,2338.54,334.83
ORD-4756,2024-06-05,Office Supplies,Storage,West,Home Office,4,174.53,40.17
ORD-6213,2024-06-05,Technology,Monitors,South,Corporate,1,450.64,61.24
ORD-3486,2024-06-05,Furniture,Tables,Central,Home Office,6,1626.92,196.64
ORD-3314,2024-06-05,Office Supplies,Storage,East,Home Office,2,89.3,23.3
ORD-5248,2024-06-05,Technology,Monitors,West,Corporate,2,883.8,113.99
ORD-2602,2024-06-05,Technology,Laptops,South,Home Office,1,538.67,104.29
ORD-6708,2024-06-05,Technology,Accessories,Central,Consumer,7,3646.27,710.41
ORD-5711,2024-06-05,Technology,Printers,East,Consumer,3,1483.38,198.09
ORD-6527,2024-06-06,Furniture,Bookcases,West,Consumer,4,1273.95,193.12
ORD-1326,2024-06-06,Furniture,Chairs,Central,Consumer,5,1444.98,196.19
ORD-5904,2024-06-06,Technology,Accessories,East,Corporate,5,2427.87,299.23
ORD-4801,2024-06-06,Office Supplies,Paper,South,Corporate,4,142.57,-35.03
ORD-2757,2024-06-06,Technology,Monitors,Central,Consumer,3,1121.6,125.16
ORD-4833,2024-06-06,Technology,Monitors,East,Corporate,5,2665.72,379.99
ORD-2040,2024-06-06,Technology,Printers,South,Home Office,4,1883.05,301.11
ORD-4416,2024-06-06,Furniture,Desks,Central,Consumer,6,2145.56,180.85
ORD-3810,2024-06-06,Furniture,Chairs,Central,Corporate,3,966.14,134.31
ORD-1598,2024-06-06,Technology,Laptops,Central,Home Office,4,1834.14,367.69
ORD-4338,2024-06-06,Furniture,Tables,East,Consumer,6,2065.51,254.77
ORD-5198,2024-06-06,Furniture,Chairs,Central,Home Office,4,1096.98,122.36
ORD-2897,2024-06-07,Technology,Accessories,West,Home Office,5,2445.15,535.65
ORD-5743,2024-06-07,Technology,Printers,South,Consumer,2,915.48,168.3
ORD-6108,2024-06-07,Technology,Monitors,Central,Corporate,2,739.42,120.79
ORD-2486,2024-06-07,Office Supplies,Paper,West,Home Office,4,139.54,23.05
ORD-2114,2024-06-07,Office Supplies,Binders,South,Home Office,1,41.55,8.34
ORD-5792,2024-06-07,Office Supplies,Pens,East,Corporate,1,33.12,-3.53
ORD-4624,2024-06-07,Office Supplies,Pens,West,Consumer,4,144.86,26.94
ORD-5325,2024-06-07,Office Supplies,Pens,South,Home Office,7,255.31,55.6
ORD-3822,2024-06-07,Technology,Printers,East,Home Office,1,478.74,52.77
ORD-3994,2024-06-07,Technology,Monitors,Central,Consumer,4,1503.1,244.15
ORD-6390,2024-06-08,Technology,Printers,South,Consumer,3,1456.91,332.81
ORD-4167,2024-06-08,Furniture,Bookcases,Central,Corporate,5,1530.58,233.64
ORD-2324,2024-06-08,Furniture,Desks,South,Consumer,7,2017.64,288.61
ORD-6718,2024-06-08,Furniture,Tables,South,Consumer,3,772.71,86.54
ORD-5514,2024-06-08,Furniture,Chairs,East,Consumer,1,288.84,37.46
ORD-6966,2024-06-08,Technology,Printers,East,Consumer,4,1696.45,281.16
ORD-5145,2024-06-09,Office Supplies,Paper,Central,Consumer,4,184.63,29.93
ORD-4660,2024-06-09,Furniture,Chairs,Central,Corporate,2,670.92,73.57
ORD-3802,2024-06-09,Office Supplies,Paper,South,Corporate,3,119.36,29.22
ORD-3259,2024-06-09,Technology,Printers,West,Consumer,1,396.57,46.21
ORD-2881,2024-06-09,Technology,Accessories,Central,Corporate,7,3158.55,675.43
ORD-1198,2024-06-09,Office Supplies,Storage,East,Consumer,7,272.57,-22.44
ORD-6806,2024-06-09,Furniture,Bookcases,South,Consumer,1,275.25,24.25
ORD-5647,2024-06-10,Office Supplies,Binders,East,Home Office,5,203.4,27.99
ORD-1976,2024-06-10,Office Supplies,Binders,Central,Consumer,7,277.14,-18.56
ORD-3914,2024-06-10,Technology,Printers,South,Consumer,3,1462.13,256.43
ORD-3577,2024-06-10,Furniture,Desks,South,Consumer,4,1192.5,143.34
ORD-3652,2024-06-10,Office Supplies,Binders,South,Consumer,2,93.83,15.28
ORD-5400,2024-06-10,Office Supplies,Pens,East,Consumer,1,35.82,-2.1
ORD-6820,2024-06-11,Office Supplies,Binders,Central,Consumer,5,202.52,33.62
ORD-6224,2024-06-11,Furniture,Bookcases,South,Home Office,5,1454.43,105.55
ORD-1131,2024-06-11,Technology,Printers,Central,Consumer,6,2526.41,454.12
ORD-4223,2024-06-11,Furniture,Chairs,Central,Corporate,2,515.94,78.38
ORD-5855,2024-06-11,Technology,Printers,Central,Home Office,3,1376.48,167.95
ORD-3554,2024-06-12,Office Supplies,Pens,Central,Home Office,5,164.86,34.61
ORD-4610,2024-06-12,Office Supplies,Storage,East,Home Office,4,141.04,25.62
ORD-6245,2024-06-12,Office Supplies,Pens,Central,Home Office,5,231.01,61.18
ORD-4769,2024-06-12,Technology,Printers,Central,Home Office,7,2796.28,422.42
